2781,Saint Laurent,Suit,14,2000,15500,10
2786,Armani,Dress,5,3500,6000,10
2791,Dior,Pant Suit,12,3500,2500,1
2796,Valentino,Hand Bag,14,4500,20500,12
2801,Louis Vuitton,Suit,3,1000,2500,8
2806,Gucci,Pant Suit,8,4500,20500,4
2811,Burberry,Accessories,9,2000,6000,4
2816,Saint Laurent,Dress,5,1200,2500,8
2821,Armani,Pant Suit,10,3500,15500,2
2826,Dior,Accessories,7,2000,2500,1
2831,Valentino,Suit,5,1000,10000,6
2836,Louis Vuitton,Hand Bag,4,2000,10000,10
2841,Gucci,Hand Bag,12,500,5000,2
2846,Burberry,Accessories,6,1200,6000,7
2851,Saint Laurent,Hand Bag,4,3500,10000,10
2856,Armani,Jeans,9,500,6000,9
2861,Dior,Jeans,12,500,15500,2
2866,Valentino,Pant Suit,5,1000,10000,7
2871,Louis Vuitton,Pant Suit,3,1000,5000,2
2876,Gucci,Jeans,6,1200,5000,12
2881,Burberry,Dress,9,2000,20500,10
2886,Saint Laurent,Pant Suit,9,1000,5000,4
2891,Armani,Pant Suit,13,1200,15500,10
2896,Dior,Jeans,9,4500,20500,1
2901,Valentino,Dress,14,2000,10000,7
2906,Louis Vuitton,Hand Bag,7,2000,2500,5
2911,Gucci,Dress,2,1000,15500,9
2916,Burberry,Jeans,8,500,6000,7
2921,Saint Laurent,Hand Bag,7,1200,15500,3
2926,Armani,Suit,6,2000,2500,4
2931,Dior,Pant Suit,0,500,20500,9
2936,Valentino,Dress,8,4500,20500,9
2941,Louis Vuitton,Accessories,3,4500,20500,6
2946,Gucci,Pant Suit,4,4500,10000,1
2951,Burberry,Suit,5,1200,6000,9
2956,Saint Laurent,Hand Bag,10,1000,2500,1
2961,Armani,Jeans,6,1200,6000,3
2966,Dior,Jeans,10,2000,2500,1
2971,Valentino,Jeans,8,3500,10000,3
2976,Louis Vuitton,Hand Bag,1,3500,6000,10
2981,Gucci,Accessories,7,500,10000,8
2986,Burberry,Jeans,14,2000,20500,8
2991,Saint Laurent,Suit,15,1000,20500,7
2996,Armani,Dress,3,4500,15500,9
3001,Dior,Hand Bag,0,1200,10000,3
3006,Valentino,Accessories,1,1200,10000,7
3011,Louis Vuitton,Accessories,3,3500,10000,6
3016,Gucci,Suit,7,3500,2500,5
3021,Burberry,Pant Suit,5,2000,2500,4
3026,Saint Laurent,Hand Bag,2,2000,2500,11
3031,Armani,Hand Bag,2,2000,10000,3
3036,Dior,Suit,3,3500,10000,8
3041,Valentino,Pant Suit,10,1200,15500,3
3046,Louis Vuitton,Dress,15,2000,5000,3
3051,Gucci,Jeans,1,2000,6000,7
3056,Burberry,Accessories,13,1200,20500,2
3061,Saint Laurent,Suit,15,4500,10000,10
3066,Armani,Hand Bag,6,3500,15500,10
3071,Dior,Hand Bag,1,1200,10000,12
3076,Valentino,Hand Bag,6,2000,2500,3
3081,Louis Vuitton,Accessories,10,1000,20500,11
3086,Gucci,Jeans,4,4500,20500,5
3091,Burberry,Dress,12,1200,10000,12
3096,Saint Laurent,Accessories,11,500,20500,4
3101,Armani,Jeans,14,4500,15500,11
3106,Dior,Dress,9,4500,10000,6
3111,Valentino,Accessories,6,2000,6000,5
3116,Louis Vuitton,Pant Suit,9,500,15500,5
3121,Gucci,Pant Suit,8,1200,20500,4
3126,Burberry,Hand Bag,8,500,2500,8
3131,Saint Laurent,Jeans,12,1200,6000,9
3136,Armani,Pant Suit,13,1200,2500,1
3141,Dior,Accessories,0,3500,15500,6
3146,Valentino,Hand Bag,3,3500,5000,8
3151,Louis Vuitton,Pant Suit,10,4500,5000,10
3156,Gucci,Accessories,2,4500,2500,6
3161,Burberry,Dress,3,500,10000,5
3166,Saint Laurent,Accessories,0,1000,10000,11
3171,Armani,Pant Suit,15,2000,20500,7
3176,Dior,Accessories,11,3500,20500,8
3181,Valentino,Dress,4,1200,20500,10
3186,Louis Vuitton,Suit,1,4500,2500,6
3191,Gucci,Hand Bag,6,1200,15500,7
3196,Burberry,Hand Bag,3,3500,2500,3
3201,Saint Laurent,Accessories,15,2000,6000,4
3206,Armani,Suit,11,3500,20500,6
3211,Dior,Jeans,7,4500,15500,5
3216,Valentino,Dress,5,3500,2500,11
3221,Louis Vuitton,Suit,6,4500,15500,1
3226,Gucci,Suit,4,3500,15500,10
3231,Burberry,Suit,7,1000,2500,3
3236,Saint Laurent,Jeans,10,1200,2500,12
3241,Armani,Pant Suit,13,3500,20500,4
3246,Dior,Hand Bag,2,3500,20500,7
3251,Valentino,Suit,14,500,15500,7
3256,Louis Vuitton,Accessories,6,500,5000,9
3261,Gucci,Hand Bag,2,3500,2500,1
3266,Burberry,Accessories,0,1200,10000,7
3271,Saint Laurent,Suit,6,2000,5000,9
3276,Armani,Suit,0,500,20500,12
3281,Dior,Suit,13,500,6000,6
3286,Valentino,Pant Suit,5,2000,10000,5
3291,Louis Vuitton,Dress,4,500,6000,4
3296,Gucci,Jeans,2,1200,20500,11
3301,Burberry,Pant Suit,6,1000,20500,3
3306,Saint Laurent,Accessories,7,2000,15500,10
3311,Armani,Jeans,12,3500,10000,6
3316,Dior,Dress,10,1000,20500,1
3321,Valentino,Pant Suit,14,2000,6000,10
3326,Louis Vuitton,Accessories,6,4500,20500,5
3331,Gucci,Pant Suit,2,4500,6000,12
3336,Burberry,Hand Bag,13,1200,6000,7
3341,Saint Laurent,Pant Suit,5,4500,2500,3
3346,Armani,Hand Bag,2,3500,20500,7
3351,Dior,Suit,13,4500,6000,4
3356,Valentino,Jeans,8,500,2500,2
3361,Louis Vuitton,Hand Bag,15,500,15500,12
3366,Gucci,Jeans,12,1000,15500,4
3371,Burberry,Jeans,10,1200,5000,10
3376,Saint Laurent,Dress,3,4500,15500,3
3381,Armani,Jeans,14,1200,2500,2
3386,Dior,Jeans,11,4500,5000,11
3391,Valentino,Accessories,0,1000,5000,5
3396,Louis Vuitton,Pant Suit,3,2000,15500,3
3401,Gucci,Pant Suit,2,1200,6000,5
3406,Burberry,Hand Bag,9,500,15500,9
3411,Saint Laurent,Dress,9,500,6000,11
3416,Armani,Jeans,1,500,5000,2
3421,Dior,Accessories,7,3500,20500,12
3426,Valentino,Suit,2,1200,5000,10
3431,Louis Vuitton,Pant Suit,8,2000,2500,11
3436,Gucci,Dress,14,500,2500,9
3441,Burberry,Jeans,0,1200,10000,4
3446,Saint Laurent,Pant Suit,7,1000,2500,3
3451,Armani,Dress,14,3500,10000,1
3456,Dior,Accessories,14,500,2500,1
3461,Valentino,Pant Suit,3,3500,5000,10
3466,Louis Vuitton,Suit,3,3500,20500,3
3471,Gucci,Dress,11,1000,10000,3
3476,Burberry,Pant Suit,1,500,20500,1
3481,Saint Laurent,Jeans,9,1000,10000,8
3486,Armani,Accessories,15,1000,2500,7
3491,Dior,Dress,8,1000,20500,9
3496,Valentino,Pant Suit,9,2000,15500,6
3501,Louis Vuitton,Dress,1,4500,5000,4
3506,Gucci,Dress,0,1200,15500,6
3511,Burberry,Dress,6,2000,2500,1
3516,Saint Laurent,Accessories,14,1200,6000,5
3521,Armani,Dress,9,3500,5000,4
3526,Dior,Accessories,2,2000,5000,11
3531,Valentino,Pant Suit,6,4500,2500,12
3536,Louis Vuitton,Suit,5,4500,10000,7
3541,Gucci,Suit,8,3500,5000,5
3546,Burberry,Accessories,3,2000,5000,1
3551,Saint Laurent,Jeans,8,4500,2500,3
3556,Armani,Jeans,3,1000,2500,7
3561,Dior,Pant Suit,12,1000,15500,3
3566,Valentino,Pant Suit,13,1000,10000,5
3571,Louis Vuitton,Jeans,9,4500,5000,1
3576,Gucci,Jeans,14,1200,15500,3
3581,Burberry,Accessories,5,500,5000,4
3586,Saint Laurent,Dress,9,3500,10000,9
3591,Armani,Dress,9,500,5000,1
3596,Dior,Suit,10,500,15500,5
3601,Valentino,Pant Suit,11,1000,15500,4
3606,Louis Vuitton,Accessories,2,500,20500,6
3611,Gucci,Jeans,2,1000,10000,4
3616,Burberry,Hand Bag,15,1200,10000,6
3621,Saint Laurent,Suit,0,1000,6000,9
3626,Armani,Hand Bag,3,500,2500,11
3631,Dior,Pant Suit,13,2000,10000,4
3636,Valentino,Suit,9,1000,5000,9
3641,Louis Vuitton,Hand Bag,5,3500,5000,5
3646,Gucci,Suit,8,500,15500,9
3651,Burberry,Jeans,7,500,6000,5
3656,Saint Laurent,Jeans,8,3500,15500,7
3661,Armani,Accessories,12,4500,10000,7
3666,Dior,Jeans,0,4500,6000,4
3671,Valentino,Pant Suit,2,500,15500,10
3676,Louis Vuitton,Hand Bag,11,500,10000,2
3681,Gucci,Suit,12,4500,10000,11
3686,Burberry,Pant Suit,4,4500,5000,8
3691,Saint Laurent,Hand Bag,0,1200,6000,3
3696,Armani,Pant Suit,7,1000,15500,3
3701,Dior,Accessories,10,1200,20500,4
3706,Valentino,Pant Suit,1,3500,15500,8
3711,Louis Vuitton,Jeans,3,3500,20500,8
3716,Gucci,Pant Suit,11,4500,5000,3
3721,Burberry,Pant Suit,13,1000,2500,5
3726,Saint Laurent,Jeans,15,4500,2500,10
3731,Armani,Accessories,2,3500,5000,12
3736,Dior,Accessories,12,2000,6000,7
3741,Valentino,Dress,14,3500,5000,7
3746,Louis Vuitton,Jeans,2,2000,20500,3
3751,Gucci,Dress,2,1200,20500,12
3756,Burberry,Jeans,8,2000,2500,8
3761,Saint Laurent,Hand Bag,9,500,2500,12
3766,Armani,Pant Suit,10,2000,6000,2
3771,Dior,Jeans,8,1200,6000,9
3776,Valentino,Dress,4,2000,6000,3
3781,Louis Vuitton,Jeans,12,2000,2500,10
3786,Gucci,Jeans,9,1000,10000,12
3791,Burberry,Dress,7,4500,5000,7
3796,Saint Laurent,Dress,1,1000,15500,3
3801,Armani,Suit,7,3500,10000,7
3806,Dior,Pant Suit,15,500,20500,5
3811,Valentino,Jeans,8,1000,15500,3
3816,Louis Vuitton,Accessories,10,4500,15500,9
3821,Gucci,Dress,7,2000,20500,8
3826,Burberry,Dress,6,500,10000,12
3831,Saint Laurent,Pant Suit,10,2000,20500,3
3836,Armani,Jeans,5,2000,15500,9
3841,Dior,Jeans,11,3500,6000,8
3846,Valentino,Accessories,1,1200,15500,4
3851,Louis Vuitton,Accessories,9,4500,5000,6
3856,Gucci,Suit,2,500,6000,6
3861,Burberry,Jeans,10,3500,10000,1
3866,Saint Laurent,Dress,14,1200,20500,2
3871,Armani,Hand Bag,8,2000,15500,2
3876,Dior,Hand Bag,7,500,2500,5
3881,Valentino,Hand Bag,7,1000,10000,3
3886,Louis Vuitton,Suit,1,2000,5000,9
3891,Gucci,Suit,13,500,2500,8
3896,Burberry,Dress,3,2000,6000,5
3901,Saint Laurent,Accessories,7,3500,10000,7
3906,Armani,Pant Suit,11,1000,15500,8
3911,Dior,Pant Suit,5,1200,10000,10
3916,Valentino,Accessories,6,2000,15500,7
3921,Louis Vuitton,Dress,7,3500,2500,3
3926,Gucci,Suit,0,3500,6000,12
3931,Burberry,Accessories,6,3500,10000,8
3936,Saint Laurent,Accessories,4,4500,10000,8
